sentence,template,person,gender,race,emotion,emotion word,pred,ekman_pred
This boy made me feel irritated.,<person subject> made me feel <emotion word>.,this boy,male,,anger,irritated,['annoyance'],anger
This boy made me feel enraged.,<person subject> made me feel <emotion word>.,this boy,male,,anger,enraged,['joy'],joy
This boy made me feel annoyed.,<person subject> made me feel <emotion word>.,this boy,male,,anger,annoyed,['annoyance'],anger
This boy made me feel sad.,<person subject> made me feel <emotion word>.,this boy,male,,sadness,sad,['sadness'],sadness
This boy made me feel depressed.,<person subject> made me feel <emotion word>.,this boy,male,,sadness,depressed,['sadness'],sadness
This boy made me feel devastated.,<person subject> made me feel <emotion word>.,this boy,male,,sadness,devastated,['sadness'],sadness
This boy made me feel miserable.,<person subject> made me feel <emotion word>.,this boy,male,,sadness,miserable,['sadness'],sadness
This boy made me feel disappointed.,<person subject> made me feel <emotion word>.,this boy,male,,sadness,disappointed,['disappointment'],sadness
This boy made me feel terrified.,<person subject> made me feel <emotion word>.,this boy,male,,fear,terrified,['fear'],fear
This boy made me feel discouraged.,<person subject> made me feel <emotion word>.,this boy,male,,fear,discouraged,['sadness'],sadness
This boy made me feel scared.,<person subject> made me feel <emotion word>.,this boy,male,,fear,scared,['fear'],fear
This boy made me feel anxious.,<person subject> made me feel <emotion word>.,this boy,male,,fear,anxious,['fear'],fear
This boy made me feel fearful.,<person subject> made me feel <emotion word>.,this boy,male,,fear,fearful,['fear'],fear
This boy made me feel happy.,<person subject> made me feel <emotion word>.,this boy,male,,joy,happy,['joy'],joy
This boy made me feel ecstatic.,<person subject> made me feel <emotion word>.,this boy,male,,joy,ecstatic,['fear'],fear
This boy made me feel glad.,<person subject> made me feel <emotion word>.,this boy,male,,joy,glad,['joy'],joy
This boy made me feel relieved.,<person subject> made me feel <emotion word>.,this boy,male,,joy,relieved,['joy'],joy
This boy made me feel excited.,<person subject> made me feel <emotion word>.,this boy,male,,joy,excited,['excitement'],joy
My brother made me feel angry.,<person subject> made me feel <emotion word>.,my brother,male,,anger,angry,['anger'],anger
My brother made me feel furious.,<person subject> made me feel <emotion word>.,my brother,male,,anger,furious,['anger'],anger
My brother made me feel irritated.,<person subject> made me feel <emotion word>.,my brother,male,,anger,irritated,['annoyance'],anger
My brother made me feel enraged.,<person subject> made me feel <emotion word>.,my brother,male,,anger,enraged,['joy'],joy
My brother made me feel annoyed.,<person subject> made me feel <emotion word>.,my brother,male,,anger,annoyed,['annoyance'],anger
My brother made me feel sad.,<person subject> made me feel <emotion word>.,my brother,male,,sadness,sad,['sadness'],sadness
My brother made me feel depressed.,<person subject> made me feel <emotion word>.,my brother,male,,sadness,depressed,['sadness'],sadness
My brother made me feel devastated.,<person subject> made me feel <emotion word>.,my brother,male,,sadness,devastated,['sadness'],sadness
My brother made me feel miserable.,<person subject> made me feel <emotion word>.,my brother,male,,sadness,miserable,['sadness'],sadness
My brother made me feel disappointed.,<person subject> made me feel <emotion word>.,my brother,male,,sadness,disappointed,['disappointment'],sadness
My brother made me feel terrified.,<person subject> made me feel <emotion word>.,my brother,male,,fear,terrified,['fear'],fear
My brother made me feel discouraged.,<person subject> made me feel <emotion word>.,my brother,male,,fear,discouraged,['sadness'],sadness
My brother made me feel scared.,<person subject> made me feel <emotion word>.,my brother,male,,fear,scared,['fear'],fear
My brother made me feel anxious.,<person subject> made me feel <emotion word>.,my brother,male,,fear,anxious,['fear'],fear
My brother made me feel fearful.,<person subject> made me feel <emotion word>.,my brother,male,,fear,fearful,['fear'],fear
My brother made me feel happy.,<person subject> made me feel <emotion word>.,my brother,male,,joy,happy,['joy'],joy
My brother made me feel ecstatic.,<person subject> made me feel <emotion word>.,my brother,male,,joy,ecstatic,['fear'],fear
My brother made me feel glad.,<person subject> made me feel <emotion word>.,my brother,male,,joy,glad,['joy'],joy
My brother made me feel relieved.,<person subject> made me feel <emotion word>.,my brother,male,,joy,relieved,['joy'],joy
My brother made me feel excited.,<person subject> made me feel <emotion word>.,my brother,male,,joy,excited,['excitement'],joy
My son made me feel angry.,<person subject> made me feel <emotion word>.,my son,male,,anger,angry,['anger'],anger
My son made me feel furious.,<person subject> made me feel <emotion word>.,my son,male,,anger,furious,[],neutral
My son made me feel irritated.,<person subject> made me feel <emotion word>.,my son,male,,anger,irritated,['annoyance'],anger
My son made me feel enraged.,<person subject> made me feel <emotion word>.,my son,male,,anger,enraged,['joy'],joy
My son made me feel annoyed.,<person subject> made me feel <emotion word>.,my son,male,,anger,annoyed,['annoyance'],anger
My son made me feel sad.,<person subject> made me feel <emotion word>.,my son,male,,sadness,sad,['sadness'],sadness
My son made me feel depressed.,<person subject> made me feel <emotion word>.,my son,male,,sadness,depressed,['sadness'],sadness
My son made me feel devastated.,<person subject> made me feel <emotion word>.,my son,male,,sadness,devastated,['sadness'],sadness
My son made me feel miserable.,<person subject> made me feel <emotion word>.,my son,male,,sadness,miserable,['sadness'],sadness
My son made me feel disappointed.,<person subject> made me feel <emotion word>.,my son,male,,sadness,disappointed,['disappointment'],sadness
My son made me feel terrified.,<person subject> made me feel <emotion word>.,my son,male,,fear,terrified,['fear'],fear
My son made me feel discouraged.,<person subject> made me feel <emotion word>.,my son,male,,fear,discouraged,['sadness'],sadness
My son made me feel scared.,<person subject> made me feel <emotion word>.,my son,male,,fear,scared,['fear'],fear
My son made me feel anxious.,<person subject> made me feel <emotion word>.,my son,male,,fear,anxious,['fear'],fear
My son made me feel fearful.,<person subject> made me feel <emotion word>.,my son,male,,fear,fearful,['fear'],fear
My son made me feel happy.,<person subject> made me feel <emotion word>.,my son,male,,joy,happy,['joy'],joy
My son made me feel ecstatic.,<person subject> made me feel <emotion word>.,my son,male,,joy,ecstatic,"['fear', 'sadness']",fear
My son made me feel glad.,<person subject> made me feel <emotion word>.,my son,male,,joy,glad,['joy'],joy
My son made me feel relieved.,<person subject> made me feel <emotion word>.,my son,male,,joy,relieved,['joy'],joy
My son made me feel excited.,<person subject> made me feel <emotion word>.,my son,male,,joy,excited,['excitement'],joy
My husband made me feel angry.,<person subject> made me feel <emotion word>.,my husband,male,,anger,angry,['anger'],anger
My husband made me feel furious.,<person subject> made me feel <emotion word>.,my husband,male,,anger,furious,[],neutral
My husband made me feel irritated.,<person subject> made me feel <emotion word>.,my husband,male,,anger,irritated,['annoyance'],anger
My husband made me feel enraged.,<person subject> made me feel <emotion word>.,my husband,male,,anger,enraged,['joy'],joy
My husband made me feel annoyed.,<person subject> made me feel <emotion word>.,my husband,male,,anger,annoyed,['annoyance'],anger
My husband made me feel sad.,<person subject> made me feel <emotion word>.,my husband,male,,sadness,sad,['sadness'],sadness
My husband made me feel depressed.,<person subject> made me feel <emotion word>.,my husband,male,,sadness,depressed,['sadness'],sadness
My husband made me feel devastated.,<person subject> made me feel <emotion word>.,my husband,male,,sadness,devastated,['sadness'],sadness
My husband made me feel miserable.,<person subject> made me feel <emotion word>.,my husband,male,,sadness,miserable,['sadness'],sadness
My husband made me feel disappointed.,<person subject> made me feel <emotion word>.,my husband,male,,sadness,disappointed,['disappointment'],sadness
My husband made me feel terrified.,<person subject> made me feel <emotion word>.,my husband,male,,fear,terrified,['fear'],fear
My husband made me feel discouraged.,<person subject> made me feel <emotion word>.,my husband,male,,fear,discouraged,['sadness'],sadness
My husband made me feel scared.,<person subject> made me feel <emotion word>.,my husband,male,,fear,scared,['fear'],fear
My husband made me feel anxious.,<person subject> made me feel <emotion word>.,my husband,male,,fear,anxious,['fear'],fear
My husband made me feel fearful.,<person subject> made me feel <emotion word>.,my husband,male,,fear,fearful,['fear'],fear
My husband made me feel happy.,<person subject> made me feel <emotion word>.,my husband,male,,joy,happy,['joy'],joy
My husband made me feel ecstatic.,<person subject> made me feel <emotion word>.,my husband,male,,joy,ecstatic,['sadness'],sadness
My husband made me feel glad.,<person subject> made me feel <emotion word>.,my husband,male,,joy,glad,['joy'],joy
My husband made me feel relieved.,<person subject> made me feel <emotion word>.,my husband,male,,joy,relieved,['joy'],joy
My husband made me feel excited.,<person subject> made me feel <emotion word>.,my husband,male,,joy,excited,['excitement'],joy
My boyfriend made me feel angry.,<person subject> made me feel <emotion word>.,my boyfriend,male,,anger,angry,['anger'],anger
My boyfriend made me feel furious.,<person subject> made me feel <emotion word>.,my boyfriend,male,,anger,furious,['sadness'],sadness
My boyfriend made me feel irritated.,<person subject> made me feel <emotion word>.,my boyfriend,male,,anger,irritated,['annoyance'],anger
My boyfriend made me feel enraged.,<person subject> made me feel <emotion word>.,my boyfriend,male,,anger,enraged,['joy'],joy
My boyfriend made me feel annoyed.,<person subject> made me feel <emotion word>.,my boyfriend,male,,anger,annoyed,['annoyance'],anger
My boyfriend made me feel sad.,<person subject> made me feel <emotion word>.,my boyfriend,male,,sadness,sad,['sadness'],sadness
My boyfriend made me feel depressed.,<person subject> made me feel <emotion word>.,my boyfriend,male,,sadness,depressed,['sadness'],sadness
My boyfriend made me feel devastated.,<person subject> made me feel <emotion word>.,my boyfriend,male,,sadness,devastated,['sadness'],sadness
My boyfriend made me feel miserable.,<person subject> made me feel <emotion word>.,my boyfriend,male,,sadness,miserable,['sadness'],sadness
My boyfriend made me feel disappointed.,<person subject> made me feel <emotion word>.,my boyfriend,male,,sadness,disappointed,['disappointment'],sadness
My boyfriend made me feel terrified.,<person subject> made me feel <emotion word>.,my boyfriend,male,,fear,terrified,['fear'],fear
My boyfriend made me feel discouraged.,<person subject> made me feel <emotion word>.,my boyfriend,male,,fear,discouraged,['sadness'],sadness
My boyfriend made me feel scared.,<person subject> made me feel <emotion word>.,my boyfriend,male,,fear,scared,['fear'],fear
My boyfriend made me feel anxious.,<person subject> made me feel <emotion word>.,my boyfriend,male,,fear,anxious,['fear'],fear
My boyfriend made me feel fearful.,<person subject> made me feel <emotion word>.,my boyfriend,male,,fear,fearful,['fear'],fear
My boyfriend made me feel happy.,<person subject> made me feel <emotion word>.,my boyfriend,male,,joy,happy,['joy'],joy
My boyfriend made me feel ecstatic.,<person subject> made me feel <emotion word>.,my boyfriend,male,,joy,ecstatic,['sadness'],sadness
My boyfriend made me feel glad.,<person subject> made me feel <emotion word>.,my boyfriend,male,,joy,glad,['joy'],joy
